id	document	label
16095	시장에 가면 여수분들 많고 단골집도 있는데 정말 뭐라고 할 말이 없습니다	0
16096	김기춘이 조윤선이 무죄랍신다 풀어드려라	0
16097	로마에 왔으면 로마의 법을 따라야지..	0
16098	짱께 저러다가는 인도 앞까지 지영토라 우기겟네,	0
16099	이제 날씨기사는 날씨가 궁금해서 오는게 아니라 댓글보는 재미로옴ㅋㅋㅋ 날씨는 어차피 봐도 다 틀림 ㅋㅋ	0
16100	광주 사태는 반드시 재조사해서 밝혀야 한다	0
16101	이쯤되면 농협을 해산해야된다	0
16102	그냥 계약 자진해지하고 평생 푹쉬어라 먹튀새끼야	0
16103	공감 이석기석방플래카드 이 나라 걱정	0
16104	엠비씨 파업때 도 저따위로 직원 모집했고 기존 직원들을 짤라버렷지어뜩게 돌아가는 세상이냐정상이 뭐야	0
16105	오늘 국민들이 널 심판할것이다!!	0
16106	혹사지 125경기 이상했는데 나온경기가 60셩기기 넘는데	0
16107	중국 어선한테는 찍소리도 못하는데, 국민은 음식도 마음껏 못먹게 하네?	0
16108	국정교과서만어서 친일파 미화와 박절희 우상화에 쓸 돈은잇고 이런데 쓸돈은 없답니다	0
16109	꺼져라! 꺼져라! 니가 인간이냐? ㅉㅉ	0
16110	빔재수는 야당이 탄핵한다고 했는데 순시리 땜시 어영부영이네	0
16111	수비도 수준급이고 터너 없으면 3루 대안있나?	0
16112	반대한다 제주 도둑넘들아	0
16113	음그냥 총살시켜야지	0
16114	한국에 이슬람사원 지으면 누군가가 불질러야 하고 대한민국 소방대원은 2시간후 출동 하던가 아예 하루 쉬도록 해야 한다	0
16115	내일 다저스 경기 해설이 허구연?뭐하자는거고.....	0
16116	갤레기 폭탄 어떻게 만들지 순시리한테 보고하냐 ㅋㅋㅋ	0
16117	스엠 요즘 악플신고메일 실시간으로 읽고있어요~ 상황파악좀하고 악플다세요!	0
16118	중학교도 제대로 안갔다며!!!!!!!ㅅ.ㅂ 초졸시켜라 ㄱH상녀ㄴ	0
16119	누진제없에라이세금도둑샛키들아!!!!!!	0
16120	이정현ㅡ진짜 이 시대에 불필요한 쓰레기다ㅡㅡㅡ	0
16121	용서받지 못할 년	0
16122	좌익이라 주장하는 새끼덜 아갈 싸물 주제가 등장 엌 ㅋㅋㅋㅋㅋ	0
16123	끝났다!!!!직원들 월급 단디 챙기고회사접어라!!!	0
16124	비가 진짜 올 때 까지 하루씩 미뤄가며 비가 올거라고 예보하네..	0
16125	지금은 힐러리가 우세하다 뉴스 내려라	0
16126	아직도 지스스로의 죄를.인지하지 못하고 있다나 요물스러운것 같으니라구 !	0
16127	삼성구단 머리속을 이해할수가 없네...	0
16128	오지말고 거기서 살거라 오다가 공항에서 짖밟힌다	0
16129	쪽발이 3000 더 보낼수 있었는데 아까고 분하다ㅠㅠ	0
16130	아이핀, 휴대폰인증,isp 다 병맛같다모조리 폐지하고 신용카드넘버만 입력하면 뭐든 되게끔 해라 해외사이트처럼	0
16131	가야될 병신년이 아직 뻐팅기고 있는데요	0
16132	그냥 관련 놈들 싸그리 광화문에 모아서 개작두로	0
16133	북한으로 월북해 빨갱이노무 시키들아 가서 굶어뒈져	0
16134	화형시켜라 제발	0
16135	최순실 청와대 대장이 외교까지 진두지휘했나보네.	0
16136	이러니 누가 국내 지라시같은 기사를 실뢰하겠냐 그럴게 애플 깍아내리려 애쓰더니	0
16137	두산 우승을 위해 너무 한거 아닌지	0
16138	이런걸보고 하는말이 있죠 "적반하장"	0
16139	염병 쥐랄하고 자빠졌네!	0
16140	다음 부턴 좀 빨리 해주세요	0
16141	세이콘 힐배...저승사자 두산하고 3게임 이상 남아있는거 알쥐?	0
16142	아이들 털끝하나라도 건들기만해봐!!	0
16143	침묵하는 4900만명중 4400만명이 박정권 퇴진을 원한다! 국민이 더 분노하기전에 하야함이 목숨이라도 부지할수있다~	0
16144	나라에 돈이 없는게 아니라 도둑놈이 너무 많다는 허경영의 말이 딱 맞다..	0
16145	세월호 입에 올릴 자격도 없으니까 그냥 다물고 처벌 받으라고	0
16146	아...내세금...퍽이나 창조적이겟다	0
16147	이게 이나라 현 정부라니.. 이 씨 브 럴 새 끼 들 아	0
16148	저런 짐승한테는 욕도 아깝네요	0
16149	닭근혜 때문에 울화병 생긴다저걸 인간이라고	0
16150	오늘 조업은 2척만 하더냐? 뒤에 수백척이 있을거 같은데~ 두대는 나포하고 나머지는 격침시켜야지~	0
16151	인기도 없는 넘 방송에 꽂아줬더만 .....에라이..	0
16152	광화문 나간 인구가 3퍼정도 되는데 나머지 안나간 97퍼를 다 5프로 박사모로 만드는 개티즌에 부x를 탁 치고 갑니다.	0
16153	똘아이한테는 싸이코가딱이지...	0
16154	박그네 됫을때 내기분이랑 똑같을듯 ㅋㅋ 나도 믿을수없엇지 ㅋㅋ...	0
16155	옛날"대한독립만세" 를 부른것만으로도 사람을 처형한 종족인데 무슨짓을 뭇하겠나	0
16156	강제소환하라!!!!!!!!	0
16157	동물학대 아닌가?	0
16158	증거도 없는데 억지로 잡아 넣으려 하니까 그렇지ㅉㅉ	0
16159	저거 ㅆ1 버얼 비리가 일어나고 있음을 또보여준다	0
16160	우리는 국민이? 일본은 국가가 사기집단이지~~	0
16161	청년 쿠데타가일어날꺼 같음	0
16162	ㅇㅇ 안사 안산다고!!	0
16163	서병수 부산시장이 부산을 망쳤다 친박 찌끄레기. 영화제 탄압 엘시티 성완종 연루	0
16164	짐꾼은 몸사리라 포먼할매 어퍼컷 살아있데이	0
16165	이번일 끝나면 진급하시나?	0
16166	대가리들짤라라 무능력 월급만받아가는개xxx	0
16167	김치년가요 한남충인가요???성별이 표시가 안되어있네	0
16168	그냥 가만히있어라 어째 죄다 틀려	0
16169	실종사건도 실종자가 남성이라면 수사배제한다는데 말 다했지	0
16170	닭년도 최순실만 안걸렸으면 지 아버지처럼 계속 해먹을 생각이었겠지	0
16171	김재규가 박정희쏘고 마지막 재판영상봐라 민주주의라는게 뭔지	0
16172	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쒸 바 알 이러고 ㅋㅋㅋㅋ	0
16173	저 돈도 내가 낸 세금 아냐?	0
16174	구린내가 진동하는 놈들은 확실히 순실이 내시....	0
16175	우리는이런 넘을 쓰뤠기라 일컫는다~~~	0
16176	찌저쥭일넘	0
16177	Is는 진짜 없어져야 합니다	0
16178	반기문이 대통령되면 제2박근혜(남자버젼) 시작이다 하	0
16179	특검 사무실로 가서 조사 받아라!	0
16180	100억씩이나 쳐 받았으면 약속이나 지켜라	0
16181	남자는 벗겨도 몸매감상하면 장땡 여자는 벗기면 성상품화임?	0
16182	구질구질하게 왜이래?	0
16183	북한댓글부대들이 가장 왕성하게 활동하는 시간 6-9시까지	0
16184	니놈들이 아무리 삼성 싫다고 ㅈI랄해봤자 짜장면에 나무젓가락 빠지는 수준밖에 안된다 앱등이 ㅂㄷㅂㄷ	0
16185	라인이든 카톡이든 쓰고싶은 거 쓰면되지 비교질이냐 맨날 비교당하고 살아서 그런가	0
16186	다음에 부르면 저뇬 물고문, 전기고문해라.	0
16187	부결시켜 바라책임질 자신 잇으면죽고싶으면	0
16188	단통법이나 도로명주소나 어떤 돌 대가리에서 나왔는지..	0
16189	어버이라면 체신머리가 있어야지....	0
16190	대한민국은 대체 어디부터 정신머리가 글러먹은거냐	0
16191	에휴~ 진짜 개념 없네요! 뭐하러 갔노~	0
16192	우리 세금으로 이런놈 밥을 평생 먹여야 하나요?ㅠㅠ	0
16193	아기보다 남편이 만져서 터질확률이 클듯.	0
16194	난 이범수 미스캐스팅이라고 본다	0
16195	등쳐먹는 사기꾼 새끼들.	0
16196	나라 밥 먹는 인간이 그런 짓 했다면 더 쏴죽여야지 ㅎ	0
16197	개념없는 정부관계자들 이러니 돈받고 합의나하지	0
16198	늙은 틀딱 박사모들이 우리나라를 망치려고 하는구나 아이고!!	0
16199	강력대응하세요!!	0
16200	한게 없는 요바마 !!!!	0
16201	그렇게 억울하면 니들도 여자 징집하라고 시위하던가 1577-9090	0
16202	반드시 탄핵합시다!	0
16203	사람은 왜죽인거냐	0
16204	누구를 위한 대한민국정부 수립이었는가를후손에게 가르쳐야한다!!	0
16205	아무튼 성형외과 의사들은 다 아니래 다 괜찮대 ㅋ 사기꾼들	0
16206	이경규 아니 조영남 할아버지와같이 방송한 피드 연예인알만하다	0
16207	싸다귀 좀 갈기지~~~ 마크헌트 형님 모셔오까?? 한방 먹이게!	0
16208	나라가 아주 개판이야	0
16209	국민연금 내놔 이 자식들아!!!!	0
16210	열받아서 나갔다	0
16211	일단 총기부터 다 수거해라~	0
16212	댓글도 삼성편 아니면 임의 삭제하는 독재 네이버네!!	0
16213	능자처참허고싶다	0
16214	포퓰리즘이 잘못된게 아니라 이를 행하는 정치가 더러운거다.	0
16215	그냥 김정은이한테 내려와서 보라고하시지한심한 국회종자들	0
16216	국민의 손에 죽기 싫으면 죄를 순실히 인정하고 10원도 남기지말고 전재산을 사회에 내놓고 어디든 꺼져라.	0
16217	유통업자들 다 잡아 족쳐야한다	0
16218	다시한번 외칩시다 "염병하네x3"...	0
16219	시위하는 시키들 의식수준이 얼마나 낮으면 쓰레기봉투를 사서 나눠줄까	0
16220	타켓은 오재원이 아니라 2루심이였는데	0
16221	법원이 허락해줄거다	0
16222	사내유보금이 사상최대라며 국민연금에 손을대다니 니들이 인간이냐 ㅡㅡ	0
16223	광주시민으로서 좌빨 찌라시에 속아 민주화운동이라고 했던 자신이 부끄럽고 분노스럽다.	0
16224	어차피 중국인 몇마리 죽었다고 재네 공산당에서 관심이나 가지나?	0
16225	사기꾼 집안 씨를 말려라	0
16226	거리의 쓰레기들은 다 치웠으니 위쪽 쓰레기들도 처리하자	0
16227	노답 노답 나이값 조또못하는 어버이 연합	0
16228	항소하다 올려치기(형량 증가) 당해라 ㅋㅋㅋㅋㅋ	0
16229	메갈이 넘쳐나는구나	0
16230	메갈옹호할 시간에 이런 기사를 써라 ㅋㅋㅋㅋㅋㅋㅋ	0
16231	교수 색히들 아가리에 발정제 한드럼 쳐붓고 싶은데...	0
16232	니가족을 상대로 해서 시험해볼 자신이 있는가?	0
16233	촛불때문에 나라는 망한다	0
16234	돈만 밝히니 망하지 블리자드의 게임철학 좀 배워라 규제 탓은	0
16235	부자의 부자를 위한 부자만의 정권이군	0
16236	모 여초 카페 회원님들 이상한 글 싸지르지 말고 이시영 같은 정신력으로 좀 살아봐라	0
16237	무료로 해줘라	0
16238	경칠은 시국을 몰라 순사의 후예	0
16239	스와프? 안해 쪽빨들아! 힘들면 금모으기 다시하지 뭐! 없어져야 할 쪽빨쎄야들!	0
16240	엔씨 에서짭새 쉬끼에게 돈 쳐먹였구만~!! ㅅ ㅣ ㅂ ㅏ ㄹ	0
16241	기각한판사 이름밝혀라	0
16242	그래서누진세는언제폐지하눈데옥시제품열심히구매해쓰시나요	0
16243	아니 잡아놓고 못데려오는거냐!!	0
16244	도와준색히들 다 잡아처넣어야한다	0
16245	역사에 가장 추악하고 더러운 대통령으로 남을겁니다.	0
16246	중국인이랑 팀플해본사람은 중국유학생이 얼마나 개똥같은지 안다	0
16247	대통은 저 더러운 두년을 최씨일가을 처먹여살리느라환장햇구만 그열정으로 서민과 복지좀 챙기지 그랫냐	0
16248	진정 95억뿐이었을까요	0
16249	그냥 쳐먹어 먹을거 없어	0
16250	화장 안해도 급할때 국무회의 소집할 수 없는게 여자라면 여자는 대통령하면 안된다.	0
16251	교도소 들어가면 국가에서 무료로 숙식제공 해주니까 먹고살려고 돈벌 걱정은 안해도 되겠네..	0
16252	통신사들도 만만치않게 갑질쩌니까 니미 둘다 썩엇다 퉤~~~~!!!	0
16253	무능하고 멍청한 수장은 용서받을수 없다	0
16254	애플쓰지말자~대한민국힘없다진짜~애플추방하라	0
16255	박그네 끌어내리고 제일먼저해야할일이 어버이연합이니 엄마부대니 누가 돈대주는지 뻔히 보이는 이들단체들 압수수색부터 해야한다	0
16256	지나갈때에 옆구리를 바로차버려! 확! 자빠지게!..	0
16257	우리도 핵개발하고 핵전쟁가자멸망ㅋ	0
16258	국민이 고통받는데 국가는 무엇을 위해 방치하는가?	0
16259	기내에서 술 왜 마시게하냐	0
16260	구글승인하고 지도 업체랑 네비업체 경쟁 붙여라.	0
16261	박근혜 최순실 정유라 광화문 광장에서 공개처형 시켜야 이런일이 다신 안일어나지	0
16262	천호식품 사먹으면 난 개다	0
16263	질문은 안받고 혼자 외운거 씨부리고자빠졌네	0
16264	말 살돈으로 핸드폰값이나 내리지...ㅡㅡ	0
16265	에혀 유통상들 못배운것들이 돈냄새만 맡았다하믄~~추잡허다ㅉㅉ	0
16266	정부가 차를 사줄거 아니면 좀 아닥좀 해제발	0
16267	그래도 순실게이트가 너무쎄다....	0
16268	제2의 세월호 만들라고 작정하는구나?	0
16269	헌재 판결 하루 빨리 나와서 박근혜 감방에 쳐놓고 구속 수사해야한다!	0
16270	사람의 탈을 쓴 악마다 왜 자꾸 얼굴은 올려서 잠못자게 만드냐	0
16271	국민이 같이 하겠습니다. 죄지은x는 처벌 받읍시다. 더이상의 꼼수는 안됩니다.	0
16272	필리핀 대통령이 사과 안하면 전쟁선포 해라	0
16273	대한민국을 위해서라도감빵갈각오하세요!!!	0
16274	나라를 절단 내자고 덤비네!!	0
16275	기레기들ㅈ오지랖은 서울이나 신경써라	0
16276	환불은 모두 돌려줘야하는게 맞는이치죠	0
16277	박사모나 문사모나 하는짖이 똑같다	0
16278	이거 하나보자고 올라가는 사람들이나 사기치는 놈들이나 다 똑같은거지	0
16279	와..진짜 쓰레기네	0
16280	자전거 보행자 겸용 도로에서 보행자가자전거 주행 반대 방향으로 역보행하는 무개념 보행자가 많음!	0
16281	내일 새누리 끝장나는 날인가? ㅋㅋㅋㅋ 박근혜 하나 때문에 나라 난장판 만들고 스스로도 자폭 하고 싶으면 부결시켜라.	0
16282	정말 하는 짓거리들이 말종이구나	0
16283	정윤회, 김기춘 죄다 구속수사하라	0
16284	순실아 민주주의가 아니다는 이럴때 하는말이다	0
16285	이마트에서 대란이 6900원이던데.. 기사는 딴세상인가	0
16286	국민버리고 당을 지키려는게 뭔 자랑이라고 씨부리고있지	0
16287	두 사람 구속은 당연한거고 건건이 지켜보겠어.	0
16288	박사모 꼴통집단 분명 폭력, 과격시위 유발할거니까 넘어가지말고 반드시 잡아내서 역관광해야한다.	0
16289	is테러엔 무슨 의미가 있는걸가???	0
16290	이대로면 살기위해 이민가거나 폐병걸려죽거나다들뜨면....어쩔겁니까...	0
16291	우리나라선 안했으면 하네 저레일깔라고 세금 또 얼마나 걷어갈껴ㅡㅡ	0
16292	아주 미친짓도 풍년이다	0
16293	와... 돈더내고 쓰레기 사먹었네	0
16294	기권이 더 나쁘다 개인자격으로 있는 자리가 아닌데 왜 버림?	0
16295	이러니 봐도 못본척하고 지나하게 만든게 니들이야	0
16296	대체 국민이 낸 환경세는 어디에다 쓴것인가?	0
16297	이번엔 200백만이다 이놈아	0
16298	닥치고 오늘 일본 자위대 창립기념일 참석한 쪽빠리들 잡아 족쳐라	0
16299	진심 죽었으면 좋겠다.~~	0
16300	이새끼들은 사드운운하면 지네들이 피해주는건 입닥치고있네	0
16301	국민은 이렇게 법을 지키는데 윗분들은 법을 개무시 하는거네	0
16302	하긴 정치가나 기업가나 국민이 무식하면 좋지...	0
16303	죄송하다하면 머할끼고 하품 한번 하고 국밥 한그릇 말고 나오면 그만인데~~~	0
16304	얼굴공개 후 직장해고 후 자살테크 올려야지?	0
16305	오히려 20세로 높여도 모자를판에 무슨 ㅉㅉ	0
16306	말이 되는 소리를 하세요, 기레기님.	0
16307	사실여부떠나 우짜뜬 공천받나 지켜보자 ㅋㅋㅋ	0
16308	김성근 당신 때문에 너무나 뼈아픈 선수,팬 좀 생각하고 사퇴 합시다.!	0
16309	사약 처묵이고 싶다 OOO찬년	0
16310	쥐새키 처럼 해쳐먹을려다 빨리걸렸군	0
16311	조금만맘에안들면감독바꾸고 또바꾸고 이럼 완성된 팀이 만들어지냐?	0
16312	연설문에 우리 나라를 위하는 진심이 느껴지지 않는게 유체이탈화법 같아요.	0
16313	손흥민 뒤지게 맞자	0
16314	길라임 당신은 경찰차 타라....	0
16315	우리나라땅에 우리나라할머니를위해서 세우겠다는데 니놈들이 무슨자격으로 항의를 하냐!!	0
16316	장민재 트레이드 보내고 세이콘이 머라하는지기대된다ㅋㅋ	0
16317	심신 미약한 사람 관리못한 부모나 관계자도 같이 구속 시켜라.	0
16318	박사모가 뭐가 보수냐?	0
16319	한놈만 걸려라...	0
16320	닭그네 이 모질이년 나같으면 기갑사단,특공대 불러서 저것들 다 개 박살을 냈다	0
16321	있는놈들이 더하다더니 진짜;;;;;	0
16322	연대수준 도 알만하다	0
16323	국민 세금 갖고 5일장 보다 못한 축제 때려쳐라.	0
16324	전기세 시발 ㅠㅠㅠ	0
16325	기가 쎄셔...무섭당 ㅎㅎㅎ이게 나라냐	0
16326	마음으로는 열두번도 더 불태우고 싶다.	0
16327	기자들 맨유진짜이용해먹는듯 쓸내용없으면.....	0
16328	초밥 만든 시키 주뎅이에 와사비 팍팍 쳐 넣어라!!!!	0
16329	한국에서는 아이폰 = 찐따들이 쓰는폰이지 ㄹㅇ	0
16330	기상청 이쉑들 국민혈세로 억단위 연봉처받고 전부 처놀고 있는듯 ㅉ ㅉ	0
16331	이름 나이 어느학교 다 밝혀라	0
16332	인권은 뭔 인권야~~~~	0
16333	이러다몸 망가진다!!!하나만 해라!!!!	0
16334	저기 운석 떨어져서 깨졌으면..	0
16335	대통령을 잘 못 뽑아놨더니 이나라가 망해가는거 같네요..	0
16336	알을 못 낳는 닭은 그냥 살처분이 답인!	0
16337	푸른집이그렇게도 좋은가 빨리비워주고 낌깜한곳으로 빨리들어가 뉘우치고 새사람되길 바란다.	0
16338	울나라도 대통령되면 연봉 5만원 받겟슴니다 하면 무조건 뽑아줄듯. (국개의원도)	0
16339	전교꼴등 니실력이 연세대면 난 도대체 무슨 대학이냐?	0
16340	박그네와 최순실은 빛하나 안비치는 독방에서 평생 썩게 해야한다	0
16341	아니 왜 공격 당했는지 이유는 왜 안적어?	0
16342	아시아놈들 다시 먹힐려고 단체로작정했네 ㅉㅉ	0
16343	빅5중에 3명잡아도 한화보다 지출액적음	0
16344	얼굴 공개해라	0
16345	니 뽑은 년 감옥에 있고만 뭘 위에서 뽑았다는 타령하고 있어	0
16346	음주운전은 가족까지 사형시켜야함	0
16347	지가 그 기득권이라는자각이 없네	0
16348	철판 두꺼운건 진짜 역대급이네 ㅉㅉ	0
16349	사람이 죽었는데 초범이 무슨의미가 있냐?	0
16350	안민석 의원 그렇게 쉽게 한사람의 명예를 훼손한것 면책특권 뒤에 숨으려 하지 말고 사과해라.	0
16351	난 왜 영천에 살고 있을까?	0
16352	안간다던 양반이 결국	0
16353	저게임하는척하면서 몰카찍겠네	0
16354	뇌질환 일으키는 짱깨 초미세먼지가 매일같이 몰려오는데 한마디도 못하고 들이마셔야하는 중국속국 코리아~	0
16355	조선도 언론개혁해야지 중딩수준 기래기들이 넘쳐난다	0
16356	이게 외교부가 있는 국가냐 ???????	0
16357	정유라도 강제소환해야 순실이가 고분고분할듯 소환해라	0
16358	음주운전 전과 3범 뭐냐 예비살인마;;	0
16359	먼 변호사가 아줌마 하나도 못이겨서 꼬리를 내려	0
16360	대변인이 질문받으면 답도 못하던데 등신인줄	0
16361	눈이장애구만.. 한글두 못읽구.. 북한으로 추방시키겠습니다.	0
16362	댓글부대 알바비에 내 담뱃값 들어간건가?	0
16363	헬조선 땅덩이리도 좁은대 멸망해버려랏	0
16364	박근혜는 대통령이 아니라 악마였다.	0
16365	넓은미국도 기상 잘맞추던데 이좃만한땅덩어리에 그걸 못맞추냐??	0
16366	나라에서 보상이라도 먼저 하라 그리고보호자한테 구상권 청구하라	0
16367	비오는데 뭔개소리야 아휴 진짜	0
16368	구치소 운동화 ㅎㅎㅎ그것도 아깝다 맨발로 거리 곳곳을 끌고다녀야 한다	0
16369	못믿겠네 배터리에 다 덤터기 씌우려고 하는거같기도	0
16370	광화문에 메달아 국민이 심판하기전에빨리 탄핵하라!!!	0
16371	이번에도 터지면 너그들 망한다.이번에는 안정성 확실히 확인해라...	0
16372	싸게 팔고 싶어 죽겠다는데 왜 못 팔게 하냐	0
16373	국정원하고 MBC 인하대 검찰 경찰대통령의 숨은 이야기지왜 이렇게 될 수 밖에 없는지	0
16374	지구를 떠나거라!	0
16375	저런것들은 태국에서 살해당해야되는데	0
16376	제일큰문제는 불법주차임.	0
16377	먼지나게 털어라 검찰 제발	0
16378	정말 너무한다	0
16379	와 너무하네 유족들 입장에선 세월호로 테마파크 만드는거랑 뭐가다름?	0
16380	뒤늦은 결단 아무소용없다. 탄핵이 기다리고있다..	0
16381	쓰레기 친박 ㅎ 장지져 OOO1 끼야 이정현	0
16382	남동생 니 몫이컸다 기억해두마	0
16383	덴마크 니들 디져볼래?	0
16384	돈 없다며 참 몇십원 남은 통장으로 잘먹고 잘산다? 너같은 인간들만 제대로 잡아도 이나라 경제가 이렇지는 않을건데.	0
16385	샅샅히 조사해서 밝혀라	0
16386	역겨운상판치라!	0
16387	난 그래서 유치원 못 믿는다.	0
16388	인건비 줄인다고 검표 인력 없애놓고 지하철이고 철도고 무임승차에 대해 떠들 필요가 있나	0
16389	피똥싸겄네 ㅡㅡ	0
16390	정신병자가 너무 사회를 혼란하게하면 중세 마녀사냥때처럼 화형시키자. OOO 때 려 잡 자!!	0
16391	10년동안 한결같은 오바캐릭터.. 글고 히트다히트좀 그만해라 색기들아	0
16392	교육부 진즉 썩은인간들만 모엿구나	0
16393	영구입국금지시키고 재산다몰수해라 개같은	0
16394	한국계집년들좀 쓸어가라 제발	0
16395	진심 어제보여준경기력이국대임?올림픽대표가더잘한다갈아치워라ㅡㅡ	0
16396	역사의 한시대 대한독립만세~여생 평생 감옥에서 썩어라	0
16397	범죄국가로 선포하고 외교단절해라	0
16398	탄핵찬성 안하는 놈들은 끝까지 추적해서 밝혀낸다	0
16399	서민은적은액수에도내물죄가성립데는돼웃분은얼마을먹어야내물죄가성립됩니까	0
16400	아재요 과유불급이니라!!!즉당히 하세요	0
16401	여기다 댓글 쓰지들 마시고 전화 항의 하세요.	0
16402	트랙터로 청와대를 갈아 버리고 싶네요.	0
16403	적어도 이번 정권에서 만든 교과서는 절대 쓰면 안됩니다.	0
16404	우병우제발점쳐넣ㅇ어라	0
16405	미국판 최순실.. .....	0
16406	나라를 말아 먹어라!종북 좌파 시 ㅋ ㅣ 들아!	0
16407	북한하고. 전쟁할것이 아니라 쪽바리 새끼들하고전쟁해야겠다	0
16408	정말 뻔뻔하기 그지 없다 새해 첫날부터 또 국민을 열받게 했다	0
16409	차별주의자들은 잠재적 테러리스트이다!!!	0
16410	분명 연대에 장기호랑 같은 학번 같은 과인 사람들이 있을 텐데 어쩜 한 명도 증언을 안 하나. ㅉㅉ	0
16411	파면 형사처벌 깜방 한국 에이어 칠레 출소뒤 전자발찌 인생끝이다	0
16412	와. . 그 발연기에 손발오글을 또 보라고?	0
16413	감방보내라 사기죄로	0
16414	대통령을 떠나서 그냥 인간으로서도 쓰레기 수준이다..	0
16415	유돈무죄 무돈유죄다	0
16416	인권위는 국민정서와 반대로가는집단	0
16417	순실년 평생 콩밥먹고 혈압 떨어지겠네 시불 .	0
16418	나라를 이꼴로 만들고도 해외여행만 쳐다닌 꼭두각시년이 뭘 잘했다고	0
16419	두 연 놈을 단두대에 묶어라	0
16420	대구지히철 참사가 언제적일인데.. 나아진게 하나도 없네	0
16421	삼족이 아니라 사돈에팔촌 구족을 멸해라	0
16422	짜고 치는 고스돕! 뻥 좀 작작 쳐라!진실은 곧 드러나기 마련이다.	0
16423	박원순이는 자기 주변은 억수로 지저분 하면서똥묻은 개 머 묻은개 나무란다고?	0
16424	미세먼지를 만드는 건 질소산화물이 아니라 디젤 엔진 불완전 연소로 발생하는 의 PM(Particulate Matter)이라는 미립자 성분 때문이다. 이 멍청한 기자놈아. 뭘 제대로 알고나 기사써라	0
16425	철도노조 분들 고생하셨습니다.	0
16426	반드시구속수사해야한다!!!	0
16427	담뱃값은 일본 따라 가면서 이런건 안 따라하지?. . .	0
16428	현역군인출신 들만 존나 싫은거지 그 중에서도 듣는 놈들 있을거고	0
16429	대통령이 빨갱이 폭동을 청산한 사건	0
16430	지가 뭔데 위작이다 아니다야 구라만 치는 인간	0
16431	고의적 국가적손실이나 국가횡령 앞잡이 자식들 대대손손 전자발찌 채워야됨	0
16432	새누리 지지자들? 벌써 촛불에 떠났다 원진아. 장우야 새누리 자멸만 기다린다. 탈당파들 새로운 정당으로 보수가치 실현 시켜주세요	0
16433	그 사실이 무엇이든 이런 시도 자체가 문제가 있음을 스스로 증명해보인거다!쓰레기보다 못한것!	0
16434	우병우 졸렬하게 도망다니다가 기춘니 청문회 하는거 보고 답변 요령 얻고 겨나왔네 ㅉㅉㅉ	0
16435	탄핵부결되면 국민들은 지금보다 더할것입니다!!	0
16436	친일의나라 우린독립한게 아닙니다	0
16437	하...플랜C는 병원행이겠구나	0
16438	그만하자 이제~~~~~~~~	0
16439	상종못할색히들 천지구나	0
16440	삼성!!이렇게까지 하고 싶었니?	0
16441	우리나라도 담배꽁초를 마구 버리는 사람들이 많다...쫌!	0
16442	아니 시바 본인인증하는데 왜 광고수신여부를 물어봐?	0
16443	이젠 코딩도 취업코딩이냐..? 나참내 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
16444	한걸레는 빨아도 걸레	0
16445	김정은과 박근혜중 차이점 국적정도	0
16446	조개들아 나대지마라	0
16447	저새끼 생긴것부터 이완용이니 사형시켜!	0
16448	병신년에 병신년이 나와서 병신같은 말만하네~!!!	0
16449	꼴깝떤다	0
16450	경기는 최악이라 임금체불도 많다는데 해외여행은 최다.	0
16451	대마도 내놔라 새끼들아	0
16452	K틔 쓰레기들은 예나 지금이나. 니들은 삼씅 마냥 망할것이야	0
16453	그냥 구단 엿먹으라고 은퇴해라.	0
16454	그렇게 이름을날리고싶냐 이 변아	0
16455	누가 짇밟는자들 아니랄까봐	0
16456	역시근혜은미친닭대가리	0
16457	또 터지면 이제는 어떤 변명을 할지 궁금해진다. 순실전자	0
16458	왜 단속하는데 18	0
16459	닭근혜를 회 뜨고싶다	0
16460	저 조합장 묻어 버릴까	0
16461	이경재 이새끼 도대체 얼마나 받아처먹었을까	0
16462	돈떨어졌구나 ㅋㅋㅋ	0
16463	교육부 ~뭐하는곳이냐?	0
16464	망치로 대갈통을 날릴것이다	0
16465	이법 관여한 모든 미물들 단두대로	0
16466	딸장사 한 번 오지게 하려드네 인성수준 ㅋㅋㅋ	0
16467	그렇게 남 눈치나 보고 소신없는 기관이 되렵니까	0
16468	수백명은 죽어야 고칠듯	0
16469	문죄인 누드사진도 전시해야지 공평하지	0
16470	국민들을 우롱하지마라진짜	0
16471	거짓말탐지기 장착하고 모두 청문회 다시해라	0
16472	이런인간들 싹을 다잘라야지..	0
16473	니범죄가 잊혀질 거라 생각했나보네	0
16474	새누리는 해체가 답	0
16475	이런 얼척없는 불문율 드립 때문에 노잼되서 야구리그 최고라는 메이저리그 인기가 미국 내에서 떨어지고 있는거지. 스포츠가 뭔 불문율이 이렇게 많아? 애매하면 규칙으로 해놓던가	0
16476	라도색깔이 젤 징허고마잉	0
16477	이건 역사적인 사건이기 때문에 변호를 잘하는 놈에게 맏겨도 허탕이란걸 아쇼 노처녀 아줌마 양심이 있다면 다 내려놔 그게 진리야	0
16478	최순실=>정유라=>정유라 애까지 대를이어 충성할만큼 받았지?	0
16479	박근혜 비슷한 경찰이닷!	0
16480	개망나니년이 나라를 흔들고있엇던게야	0
